Rk,Team,AP#,Date,PTS,,Opp,OppAP#,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
513,Purdue,-,2025-02-23,-52,@,Ohio State,8,L 46-98,200,18,56,0.321,13,38,0.342,5,18,0.278,5,11,0.455,46,33,63,0.524,19,36,0.528,14,27,0.519,18,27,0.667,98,-15,-7,-0.202,-6,+2,-0.186,-9,-9,-0.241,-13,-16,-0.212,-52
514,Radford,-,2024-11-04,-53,@,Duke,11,L 36-89,200,10,43,0.233,7,26,0.269,3,17,0.176,13,18,0.722,36,30,70,0.429,26,50,0.52,4,20,0.2,25,35,0.714,89,-20,-27,-0.196,-19,-24,-0.251,-1,-3,-0.024,-12,-17,+.008,-53
515,Boston University,-,2024-11-07,-54,@,Connecticut,2,L 32-86,200,12,45,0.267,7,28,0.25,5,17,0.294,3,6,0.5,32,36,66,0.545,27,44,0.614,9,22,0.409,5,8,0.625,86,-24,-21,-0.279,-20,-16,-0.364,-4,-5,-0.115,-2,-2,-0.125,-54
516,Xavier,-,2025-01-08,-54,@,Connecticut,7,L 27-81,200,9,38,0.237,4,17,0.235,5,21,0.238,4,8,0.5,27,33,63,0.524,23,37,0.622,10,26,0.385,5,5,1,81,-24,-25,-0.287,-19,-20,-0.386,-5,-5,-0.147,-1,+3,-0.5,-54
517,Cal Poly,-,2024-11-09,-55,@,Southern California,3,L 35-90,200,16,49,0.327,15,39,0.385,1,10,0.1,2,4,0.5,35,34,76,0.447,28,48,0.583,6,28,0.214,16,20,0.8,90,-18,-27,-0.121,-13,-9,-0.199,-5,-18,-0.114,-14,-16,-0.3,-55
518,South Alabama,-,2024-12-15,-55,@,Ole Miss,22,L 39-94,200,13,41,0.317,10,27,0.37,3,14,0.214,10,18,0.556,39,34,63,0.54,30,47,0.638,4,16,0.25,22,28,0.786,94,-21,-22,-0.223,-20,-20,-0.268,-1,-2,-0.036,-12,-10,-0.23,-55
519,USC Upstate,-,2024-11-04,-55,@,Kentucky,22,L 43-98,200,17,58,0.293,14,43,0.326,3,15,0.2,6,13,0.462,43,35,67,0.522,27,40,0.675,8,27,0.296,20,25,0.8,98,-18,-9,-0.229,-13,+3,-0.349,-5,-12,-0.096,-14,-12,-0.338,-55
520,Fresno State,-,2024-11-30,-56,N,UCLA,1,L 41-97,200,13,48,0.271,3,22,0.136,10,26,0.385,5,11,0.455,41,41,73,0.562,34,52,0.654,7,21,0.333,8,16,0.5,97,-28,-25,-0.291,-31,-30,-0.517,+3,+5,+.051,-3,-5,-0.045,-56
521,USC Upstate,-,2024-12-03,-57,@,Iowa State,20,L 35-92,200,15,48,0.313,12,31,0.387,3,17,0.176,2,2,1,35,33,76,0.434,18,36,0.5,15,40,0.375,11,20,0.55,92,-18,-28,-0.122,-6,-5,-0.113,-12,-23,-0.199,-9,-18,+.450,-57
522,Elon,-,2024-12-15,-58,@,Southern California,5,L 30-88,200,11,52,0.212,9,39,0.231,2,13,0.154,6,7,0.857,30,34,73,0.466,30,52,0.577,4,21,0.19,16,20,0.8,88,-23,-21,-0.254,-21,-13,-0.346,-2,-8,-0.037,-10,-13,+.057,-58
523,Southern,-,2024-12-11,-58,@,Texas,6,L 39-97,200,12,51,0.235,9,40,0.225,3,11,0.273,12,17,0.706,39,29,57,0.509,26,42,0.619,3,15,0.2,36,45,0.8,97,-17,-6,-0.273,-17,-2,-0.394,0,-4,+.073,-24,-28,-0.094,-58
524,Northwestern State,-,2024-11-08,-59,@,Louisiana State,7,L 36-95,200,11,59,0.186,6,27,0.222,5,32,0.156,9,12,0.75,36,39,74,0.527,35,59,0.593,4,15,0.267,13,18,0.722,95,-28,-15,-0.341,-29,-32,-0.371,+1,+17,-0.11,-4,-6,+.028,-59
525,Texas–Rio Grande Valley,-,2024-12-29,-59,@,Texas,5,L 35-94,200,13,48,0.271,10,33,0.303,3,15,0.2,6,8,0.75,35,35,70,0.5,32,59,0.542,3,11,0.273,21,26,0.808,94,-22,-22,-0.229,-22,-26,-0.239,0,+4,-0.073,-15,-18,-0.058,-59
526,Louisiana–Monroe,-,2024-12-11,-60,@,Georgia Tech,25,L 37-97,200,16,62,0.258,13,41,0.317,3,21,0.143,2,4,0.5,37,37,75,0.493,23,42,0.548,14,33,0.424,9,10,0.9,97,-21,-13,-0.235,-10,-1,-0.231,-11,-12,-0.281,-7,-6,-0.4,-60
527,Seton Hall,-,2025-01-19,-60,@,Connecticut,6,L 36-96,200,14,62,0.226,10,36,0.278,4,26,0.154,4,4,1,36,35,62,0.565,18,30,0.6,17,32,0.531,9,13,0.692,96,-21,0,-0.339,-8,+6,-0.322,-13,-6,-0.377,-5,-9,+.308,-60
528,UT Martin,-,2024-11-29,-60,N,UCLA,1,L 37-97,200,12,50,0.24,7,28,0.25,5,22,0.227,8,14,0.571,37,36,69,0.522,24,41,0.585,12,28,0.429,13,19,0.684,97,-24,-19,-0.282,-17,-13,-0.335,-7,-6,-0.201,-5,-5,-0.113,-60
529,Arkansas–Pine Bluff,-,2024-11-10,-61,@,Ole Miss,20,L 24-85,200,9,61,0.148,7,39,0.179,2,22,0.091,4,4,1,24,30,69,0.435,21,46,0.457,9,23,0.391,16,19,0.842,85,-21,-8,-0.287,-14,-7,-0.277,-7,-1,-0.3,-12,-15,+.158,-61
530,La Salle,-,2024-12-17,-62,@,Texas,6,L 49-111,200,15,57,0.263,11,35,0.314,4,22,0.182,15,21,0.714,49,44,82,0.537,41,70,0.586,3,12,0.25,20,30,0.667,111,-29,-25,-0.273,-30,-35,-0.271,+1,+10,-0.068,-5,-9,+.048,-62
531,New Orleans,-,2024-11-04,-62,@,Alabama,24,L 53-115,200,21,52,0.404,16,38,0.421,5,14,0.357,6,8,0.75,53,45,86,0.523,31,55,0.564,14,31,0.452,11,18,0.611,115,-24,-34,-0.119,-15,-17,-0.143,-9,-17,-0.094,-5,-10,+.139,-62
532,Alabama State,-,2024-12-08,-64,@,Oklahoma,11,L 46-110,200,17,54,0.315,12,35,0.343,5,19,0.263,7,9,0.778,46,43,73,0.589,27,36,0.75,16,37,0.432,8,11,0.727,110,-26,-19,-0.274,-15,-1,-0.407,-11,-18,-0.169,-1,-2,+.051,-64
533,Ohio,-,2024-11-20,-64,,Ohio State,12,L 42-106,200,12,47,0.255,7,26,0.269,5,21,0.238,13,20,0.65,42,43,89,0.483,32,52,0.615,11,37,0.297,9,15,0.6,106,-31,-42,-0.228,-25,-26,-0.346,-6,-16,-0.059,+4,+5,+.050,-64
534,Winthrop,-,2024-12-29,-64,@,Tennessee,15,L 50-114,200,18,62,0.29,14,43,0.326,4,19,0.211,10,12,0.833,50,44,83,0.53,34,52,0.654,10,31,0.323,16,24,0.667,114,-26,-21,-0.24,-20,-9,-0.328,-6,-12,-0.112,-6,-12,+.167,-64
535,Alabama State,-,2024-11-30,-65,@,Ole Miss,18,L 24-89,200,8,42,0.19,7,27,0.259,1,15,0.067,7,9,0.778,24,35,64,0.547,31,45,0.689,4,19,0.211,15,24,0.625,89,-27,-22,-0.356,-24,-18,-0.43,-3,-4,-0.144,-8,-15,+.153,-65
536,Milwaukee,-,2024-11-20,-65,@,Kansas State,10,L 46-111,200,16,53,0.302,11,36,0.306,5,17,0.294,9,12,0.75,46,45,75,0.6,37,54,0.685,8,21,0.381,13,18,0.722,111,-29,-22,-0.298,-26,-18,-0.38,-3,-4,-0.087,-4,-6,+.028,-65
537,Western Carolina,-,2024-11-13,-66,@,Oklahoma,9,L 56-122,200,18,63,0.286,10,37,0.27,8,26,0.308,12,16,0.75,56,48,76,0.632,38,58,0.655,10,18,0.556,16,20,0.8,122,-30,-13,-0.346,-28,-21,-0.385,-2,+8,-0.248,-4,-4,-0.05,-66
538,Eastern Michigan,-,2024-12-15,-69,@,Notre Dame,8,L 49-118,200,17,59,0.288,11,32,0.344,6,27,0.222,9,12,0.75,49,46,68,0.676,30,44,0.682,16,24,0.667,10,15,0.667,118,-29,-9,-0.388,-19,-12,-0.338,-10,+3,-0.444,-1,-3,+.083,-69
539,Le Moyne,-,2024-11-18,-69,@,Illinois,22,L 25-94,200,10,43,0.233,8,22,0.364,2,21,0.095,3,8,0.375,25,37,64,0.578,28,35,0.8,9,29,0.31,11,12,0.917,94,-27,-21,-0.346,-20,-13,-0.436,-7,-8,-0.215,-8,-4,-0.542,-69
540,Niagara,-,2024-11-09,-69,@,West Virginia,16,L 41-110,200,16,52,0.308,13,42,0.31,3,10,0.3,6,12,0.5,41,40,84,0.476,35,69,0.507,5,15,0.333,25,35,0.714,110,-24,-32,-0.168,-22,-27,-0.198,-2,-5,-0.033,-19,-23,-0.214,-69
541,Lafayette,-,2024-11-22,-70,@,West Virginia,13,L 28-98,200,12,45,0.267,10,28,0.357,2,17,0.118,2,2,1,28,33,58,0.569,19,33,0.576,14,25,0.56,18,30,0.6,98,-21,-13,-0.302,-9,-5,-0.219,-12,-8,-0.442,-16,-28,+.400,-70
542,North Florida,-,2024-11-04,-70,@,Florida State,19,L 49-119,200,20,59,0.339,16,38,0.421,4,21,0.19,5,11,0.455,49,41,88,0.466,26,50,0.52,15,38,0.395,22,31,0.71,119,-21,-29,-0.127,-10,-12,-0.099,-11,-17,-0.204,-17,-20,-0.255,-70
543,Saint Francis (PA),-,2024-11-24,-72,@,Maryland,11,L 35-107,200,12,53,0.226,7,25,0.28,5,28,0.179,6,12,0.5,35,39,71,0.549,30,45,0.667,9,26,0.346,20,24,0.833,107,-27,-18,-0.323,-23,-20,-0.387,-4,+2,-0.168,-14,-12,-0.333,-72
544,Southeast Missouri State,-,2024-11-10,-72,@,Texas,4,L 47-119,200,18,61,0.295,14,49,0.286,4,12,0.333,7,17,0.412,47,48,82,0.585,46,73,0.63,2,9,0.222,21,30,0.7,119,-30,-21,-0.29,-32,-24,-0.344,+2,+3,+.111,-14,-13,-0.288,-72
545,Charleston Southern,-,2024-11-12,-73,@,Louisiana State,7,L 44-117,200,16,66,0.242,12,35,0.343,4,31,0.129,8,13,0.615,44,46,78,0.59,39,65,0.6,7,13,0.538,18,25,0.72,117,-30,-12,-0.347,-27,-30,-0.257,-3,+18,-0.409,-10,-12,-0.105,-73
546,North Carolina Central,-,2024-11-29,-76,@,North Carolina,16,L 43-119,200,15,53,0.283,13,40,0.325,2,13,0.154,11,16,0.688,43,46,81,0.568,35,51,0.686,11,30,0.367,16,29,0.552,119,-31,-28,-0.285,-22,-11,-0.361,-9,-17,-0.213,-5,-13,+.136,-76
547,North Carolina Central,-,2024-12-14,-80,@,Tennessee,19,L 59-139,200,20,50,0.4,14,32,0.438,6,18,0.333,13,19,0.684,59,47,90,0.522,17,27,0.63,30,63,0.476,15,27,0.556,139,-27,-40,-0.122,-3,+5,-0.192,-24,-45,-0.143,-2,-8,+.129,-80
548,Cal State Northridge,-,2024-11-12,-85,@,Southern California,3,L 39-124,200,12,46,0.261,7,27,0.259,5,19,0.263,10,12,0.833,39,48,79,0.608,31,43,0.721,17,36,0.472,11,16,0.688,124,-36,-33,-0.347,-24,-16,-0.462,-12,-17,-0.209,-1,-4,+.146,-85
549,USC Upstate,-,2024-12-05,-86,@,Kansas State,13,L 24-110,200,9,42,0.214,8,31,0.258,1,11,0.091,5,8,0.625,24,38,66,0.576,25,38,0.658,13,28,0.464,21,28,0.75,110,-29,-24,-0.361,-17,-7,-0.4,-12,-17,-0.373,-16,-20,-0.125,-86
550,North Carolina Central,-,2024-12-01,-87,@,Louisiana State,7,L 44-131,200,15,61,0.246,11,37,0.297,4,24,0.167,10,23,0.435,44,49,87,0.563,44,76,0.579,5,11,0.455,28,39,0.718,131,-34,-26,-0.317,-33,-39,-0.282,-1,+13,-0.288,-18,-16,-0.283,-87
